Time elapsed	Time stamp	Loop Index	GP2Y ADC
s			Cts

5.01416400e+00	2022-05-17T19:23:14.261033	1	5.87000000e+02
5.02499140e+00	2022-05-17T19:23:14.261033	2	5.88000000e+02
5.03708830e+00	2022-05-17T19:23:14.276481	3	5.88000000e+02
5.04924150e+00	2022-05-17T19:23:14.292219	4	5.89000000e+02
5.06549270e+00	2022-05-17T19:23:14.313882	5	5.89000000e+02
5.07835340e+00	2022-05-17T19:23:14.314464	6	5.98000000e+02
5.09037160e+00	2022-05-17T19:23:14.330125	7	5.90000000e+02
5.10810190e+00	2022-05-17T19:23:14.345740	8	5.89000000e+02
5.11514970e+00	2022-05-17T19:23:14.361896	9	5.90000000e+02
5.12753420e+00	2022-05-17T19:23:14.361896	10	5.94000000e+02
5.14991400e+00	2022-05-17T19:23:14.392613	11	5.87000000e+02
5.15931150e+00	2022-05-17T19:23:14.392613	12	5.91000000e+02
5.17046180e+00	2022-05-17T19:23:14.413785	13	5.91000000e+02
5.18055110e+00	2022-05-17T19:23:14.413785	14	5.98000000e+02
5.18864290e+00	2022-05-17T19:23:14.429415	15	5.88000000e+02
5.19725860e+00	2022-05-17T19:23:14.445097	16	5.92000000e+02
5.22146250e+00	2022-05-17T19:23:14.460696	17	5.87000000e+02
5.23439820e+00	2022-05-17T19:23:14.476320	18	5.98000000e+02
5.24638060e+00	2022-05-17T19:23:14.493119	19	5.88000000e+02
5.25820140e+00	2022-05-17T19:23:14.493119	20	5.88000000e+02
5.27916200e+00	2022-05-17T19:23:14.513784	21	5.91000000e+02
5.28774600e+00	2022-05-17T19:23:14.529436	22	5.89000000e+02
5.29846240e+00	2022-05-17T19:23:14.545073	23	5.94000000e+02
5.30249270e+00	2022-05-17T19:23:14.545073	24	5.95000000e+02
5.31175960e+00	2022-05-17T19:23:14.545073	25	5.89000000e+02
5.32380940e+00	2022-05-17T19:23:14.560652	26	6.45000000e+02
5.34855170e+00	2022-05-17T19:23:14.591897	27	5.87000000e+02
5.36627850e+00	2022-05-17T19:23:14.613648	28	5.88000000e+02
5.37710070e+00	2022-05-17T19:23:14.613648	29	5.88000000e+02
5.38577610e+00	2022-05-17T19:23:14.629804	30	5.89000000e+02
5.39755420e+00	2022-05-17T19:23:14.644898	31	5.89000000e+02
5.40567680e+00	2022-05-17T19:23:14.644898	32	6.41000000e+02
5.42914890e+00	2022-05-17T19:23:14.676165	33	6.08000000e+02
5.44261820e+00	2022-05-17T19:23:14.676165	34	5.91000000e+02
5.45027970e+00	2022-05-17T19:23:14.691800	35	5.92000000e+02
5.45946810e+00	2022-05-17T19:23:14.707411	36	5.88000000e+02
5.47060660e+00	2022-05-17T19:23:14.714397	37	5.90000000e+02
5.47963620e+00	2022-05-17T19:23:14.714397	38	5.88000000e+02
5.49916090e+00	2022-05-17T19:23:14.745670	39	5.87000000e+02
5.51313890e+00	2022-05-17T19:23:14.761302	40	5.94000000e+02
5.52446240e+00	2022-05-17T19:23:14.761302	41	5.88000000e+02
5.54827010e+00	2022-05-17T19:23:14.792532	42	6.00000000e+02
5.56627310e+00	2022-05-17T19:23:14.814651	43	5.88000000e+02
5.57759710e+00	2022-05-17T19:23:14.814651	44	5.87000000e+02
5.58591230e+00	2022-05-17T19:23:14.830802	45	5.92000000e+02
5.59434180e+00	2022-05-17T19:23:14.830802	46	5.95000000e+02
5.61335460e+00	2022-05-17T19:23:14.861545	47	5.89000000e+02
5.63208490e+00	2022-05-17T19:23:14.877186	48	6.10000000e+02
5.64330420e+00	2022-05-17T19:23:14.877186	49	5.89000000e+02
5.65539880e+00	2022-05-17T19:23:14.893161	50	5.88000000e+02
5.67921380e+00	2022-05-17T19:23:14.914937	51	6.27000000e+02
5.69933340e+00	2022-05-17T19:23:14.946213	52	5.87000000e+02
5.70880940e+00	2022-05-17T19:23:14.946213	53	5.89000000e+02
5.71689900e+00	2022-05-17T19:23:14.962338	54	5.91000000e+02
5.72531640e+00	2022-05-17T19:23:14.962338	55	5.90000000e+02
5.74673920e+00	2022-05-17T19:23:14.993085	56	5.92000000e+02
5.76390790e+00	2022-05-17T19:23:15.008710	57	6.10000000e+02
5.77437350e+00	2022-05-17T19:23:15.015703	58	5.89000000e+02
5.78305600e+00	2022-05-17T19:23:15.031329	59	5.88000000e+02
5.79478270e+00	2022-05-17T19:23:15.031329	60	5.88000000e+02
5.81646530e+00	2022-05-17T19:23:15.062597	61	5.87000000e+02
5.83000560e+00	2022-05-17T19:23:15.078232	62	6.44000000e+02
5.83977170e+00	2022-05-17T19:23:15.078232	63	6.39000000e+02
5.84797150e+00	2022-05-17T19:23:15.094391	64	5.97000000e+02
5.85629980e+00	2022-05-17T19:23:15.094391	65	5.89000000e+02
5.88050370e+00	2022-05-17T19:23:15.116044	66	5.87000000e+02
5.90262320e+00	2022-05-17T19:23:15.147320	67	5.93000000e+02
5.90949200e+00	2022-05-17T19:23:15.147320	68	5.92000000e+02
5.91800740e+00	2022-05-17T19:23:15.163332	69	6.41000000e+02
5.92986320e+00	2022-05-17T19:23:15.163332	70	5.88000000e+02
5.94738580e+00	2022-05-17T19:23:15.194190	71	5.87000000e+02
5.96565530e+00	2022-05-17T19:23:15.209819	72	5.89000000e+02
5.97053650e+00	2022-05-17T19:23:15.216618	73	5.88000000e+02
5.97929240e+00	2022-05-17T19:23:15.216618	74	5.89000000e+02
6.00235860e+00	2022-05-17T19:23:15.247891	75	5.88000000e+02
6.01561270e+00	2022-05-17T19:23:15.263564	76	6.00000000e+02
6.02352390e+00	2022-05-17T19:23:15.263564	77	5.96000000e+02
6.03281760e+00	2022-05-17T19:23:15.279724	78	5.89000000e+02
6.04466080e+00	2022-05-17T19:23:15.279724	79	5.88000000e+02
6.05253990e+00	2022-05-17T19:23:15.295170	80	5.91000000e+02
6.07265320e+00	2022-05-17T19:23:15.316567	81	5.89000000e+02
6.08571180e+00	2022-05-17T19:23:15.332230	82	5.88000000e+02
6.09344940e+00	2022-05-17T19:23:15.332230	83	5.89000000e+02
6.10151220e+00	2022-05-17T19:23:15.348390	84	6.20000000e+02
6.11036360e+00	2022-05-17T19:23:15.348390	85	5.98000000e+02
6.13337950e+00	2022-05-17T19:23:15.379094	86	5.93000000e+02
6.15216570e+00	2022-05-17T19:23:15.394717	87	6.11000000e+02
6.15930000e+00	2022-05-17T19:23:15.394717	88	5.92000000e+02
6.16769570e+00	2022-05-17T19:23:15.410799	89	5.88000000e+02
6.17976120e+00	2022-05-17T19:23:15.417075	90	5.93000000e+02
6.20045660e+00	2022-05-17T19:23:15.448359	91	6.01000000e+02
6.21413470e+00	2022-05-17T19:23:15.448359	92	5.88000000e+02
6.22447570e+00	2022-05-17T19:23:15.463982	93	5.99000000e+02
6.23320500e+00	2022-05-17T19:23:15.480160	94	6.12000000e+02
6.24539860e+00	2022-05-17T19:23:15.480160	95	5.87000000e+02
6.26250420e+00	2022-05-17T19:23:15.496198	96	5.86000000e+02
6.27517060e+00	2022-05-17T19:23:15.517359	97	5.99000000e+02
6.28691090e+00	2022-05-17T19:23:15.533173	98	5.88000000e+02
6.29852180e+00	2022-05-17T19:23:15.533173	99	6.08000000e+02
6.31733430e+00	2022-05-17T19:23:15.564263	100	6.40000000e+02
6.33745480e+00	2022-05-17T19:23:15.579849	101	6.38000000e+02
6.34794850e+00	2022-05-17T19:23:15.595508	102	5.89000000e+02
6.36002350e+00	2022-05-17T19:23:15.595508	103	5.88000000e+02
6.37978650e+00	2022-05-17T19:23:15.617626	104	5.91000000e+02
6.39907960e+00	2022-05-17T19:23:15.633290	105	5.86000000e+02
