Time elapsed	Time stamp	Loop Index	GP2Y ADC
s			Cts

5.01558160e+00	2022-05-17T19:14:41.941764	1	2.17000000e+02
5.02587510e+00	2022-05-17T19:14:41.941764	2	2.21000000e+02
5.05231990e+00	2022-05-17T19:14:41.972385	3	2.33000000e+02
5.06493170e+00	2022-05-17T19:14:41.988007	4	2.19000000e+02
5.07821510e+00	2022-05-17T19:14:42.003627	5	2.19000000e+02
5.09047310e+00	2022-05-17T19:14:42.003627	6	2.21000000e+02
5.09933860e+00	2022-05-17T19:14:42.019567	7	2.18000000e+02
5.11689570e+00	2022-05-17T19:14:42.034870	8	2.18000000e+02
5.12436540e+00	2022-05-17T19:14:42.050492	9	2.20000000e+02
5.13545600e+00	2022-05-17T19:14:42.050492	10	2.20000000e+02
5.14788870e+00	2022-05-17T19:14:42.066155	11	2.22000000e+02
5.15663470e+00	2022-05-17T19:14:42.082053	12	2.28000000e+02
5.16457550e+00	2022-05-17T19:14:42.082053	13	2.25000000e+02
5.18487140e+00	2022-05-17T19:14:42.097671	14	2.23000000e+02
5.19378340e+00	2022-05-17T19:14:42.112977	15	2.19000000e+02
5.20564350e+00	2022-05-17T19:14:42.128633	16	2.20000000e+02
5.21388910e+00	2022-05-17T19:14:42.128633	17	2.24000000e+02
5.22272370e+00	2022-05-17T19:14:42.144713	18	2.55000000e+02
5.24076530e+00	2022-05-17T19:14:42.160329	19	2.19000000e+02
5.25142670e+00	2022-05-17T19:14:42.175499	20	2.20000000e+02
5.26387680e+00	2022-05-17T19:14:42.191091	21	2.19000000e+02
5.27272520e+00	2022-05-17T19:14:42.191091	22	2.20000000e+02
5.28376300e+00	2022-05-17T19:14:42.206997	23	2.19000000e+02
5.29213460e+00	2022-05-17T19:14:42.206997	24	2.37000000e+02
5.30864490e+00	2022-05-17T19:14:42.222736	25	2.19000000e+02
5.32663860e+00	2022-05-17T19:14:42.253611	26	2.32000000e+02
5.33313680e+00	2022-05-17T19:14:42.253611	27	2.23000000e+02
5.34531830e+00	2022-05-17T19:14:42.269636	28	2.18000000e+02
5.35346630e+00	2022-05-17T19:14:42.269636	29	2.39000000e+02
5.37361470e+00	2022-05-17T19:14:42.300432	30	2.18000000e+02
5.38266380e+00	2022-05-17T19:14:42.300432	31	2.18000000e+02
5.39457480e+00	2022-05-17T19:14:42.316781	32	2.55000000e+02
5.40660990e+00	2022-05-17T19:14:42.332910	33	2.19000000e+02
5.41425780e+00	2022-05-17T19:14:42.332910	34	2.23000000e+02
5.43653200e+00	2022-05-17T19:14:42.363648	35	2.18000000e+02
5.45579760e+00	2022-05-17T19:14:42.379305	36	2.19000000e+02
5.46366790e+00	2022-05-17T19:14:42.379305	37	2.19000000e+02
5.47235830e+00	2022-05-17T19:14:42.395408	38	2.19000000e+02
5.49019220e+00	2022-05-17T19:14:42.410824	39	2.23000000e+02
5.49861590e+00	2022-05-17T19:14:42.426133	40	2.18000000e+02
5.51871770e+00	2022-05-17T19:14:42.441792	41	2.20000000e+02
5.52903980e+00	2022-05-17T19:14:42.441792	42	2.19000000e+02
5.53785280e+00	2022-05-17T19:14:42.457728	43	2.18000000e+02
5.55899270e+00	2022-05-17T19:14:42.473285	44	2.27000000e+02
5.57432630e+00	2022-05-17T19:14:42.491821	45	2.23000000e+02
5.58287640e+00	2022-05-17T19:14:42.507475	46	2.18000000e+02
5.59575560e+00	2022-05-17T19:14:42.523073	47	2.08000000e+02
5.60731810e+00	2022-05-17T19:14:42.523073	48	2.55000000e+02
5.62374780e+00	2022-05-17T19:14:42.538688	49	2.20000000e+02
5.64086980e+00	2022-05-17T19:14:42.554309	50	2.19000000e+02
5.65234670e+00	2022-05-17T19:14:42.570383	51	2.23000000e+02
5.67296050e+00	2022-05-17T19:14:42.586113	52	2.23000000e+02
5.69247140e+00	2022-05-17T19:14:42.616835	53	2.19000000e+02
5.70155500e+00	2022-05-17T19:14:42.616835	54	2.19000000e+02
5.70972750e+00	2022-05-17T19:14:42.632920	55	2.55000000e+02
5.71797030e+00	2022-05-17T19:14:42.632920	56	2.19000000e+02
5.73425570e+00	2022-05-17T19:14:42.648504	57	2.17000000e+02
5.75148950e+00	2022-05-17T19:14:42.663658	58	2.17000000e+02
5.76259420e+00	2022-05-17T19:14:42.679280	59	2.29000000e+02
5.78929350e+00	2022-05-17T19:14:42.710521	60	2.25000000e+02
5.80199620e+00	2022-05-17T19:14:42.726177	61	2.23000000e+02
5.81215320e+00	2022-05-17T19:14:42.726177	62	2.19000000e+02
5.82036570e+00	2022-05-17T19:14:42.742229	63	2.21000000e+02
5.82908050e+00	2022-05-17T19:14:42.742229	64	2.23000000e+02
5.85045000e+00	2022-05-17T19:14:42.773008	65	2.20000000e+02
5.86385550e+00	2022-05-17T19:14:42.788665	66	2.08000000e+02
5.87296990e+00	2022-05-17T19:14:42.788665	67	2.23000000e+02
5.88166160e+00	2022-05-17T19:14:42.804298	68	2.26000000e+02
5.89045290e+00	2022-05-17T19:14:42.804298	69	2.14000000e+02
5.90818020e+00	2022-05-17T19:14:42.835492	70	2.23000000e+02
5.92736130e+00	2022-05-17T19:14:42.851152	71	2.14000000e+02
5.93929560e+00	2022-05-17T19:14:42.866735	72	2.16000000e+02
5.94751550e+00	2022-05-17T19:14:42.866735	73	2.18000000e+02
5.96972920e+00	2022-05-17T19:14:42.882778	74	2.18000000e+02
5.98761390e+00	2022-05-17T19:14:42.913601	75	2.19000000e+02
5.99641980e+00	2022-05-17T19:14:42.913601	76	2.19000000e+02
6.00458870e+00	2022-05-17T19:14:42.929753	77	2.29000000e+02
6.01307170e+00	2022-05-17T19:14:42.929753	78	2.18000000e+02
6.03487760e+00	2022-05-17T19:14:42.960462	79	2.19000000e+02
6.04600870e+00	2022-05-17T19:14:42.960462	80	2.19000000e+02
6.06041980e+00	2022-05-17T19:14:42.976570	81	2.21000000e+02
6.07005000e+00	2022-05-17T19:14:42.992165	82	2.26000000e+02
6.07895360e+00	2022-05-17T19:14:42.992165	83	2.20000000e+02
6.09508870e+00	2022-05-17T19:14:43.007327	84	2.18000000e+02
6.11343850e+00	2022-05-17T19:14:43.038570	85	2.18000000e+02
6.12342390e+00	2022-05-17T19:14:43.038570	86	2.19000000e+02
6.13184490e+00	2022-05-17T19:14:43.054698	87	2.20000000e+02
6.15495390e+00	2022-05-17T19:14:43.070228	88	1.96000000e+02
6.15678490e+00	2022-05-17T19:14:43.070228	89	2.27000000e+02
6.16910920e+00	2022-05-17T19:14:43.085433	90	2.19000000e+02
6.18031610e+00	2022-05-17T19:14:43.101099	91	2.31000000e+02
6.18920810e+00	2022-05-17T19:14:43.116675	92	2.31000000e+02
6.20118470e+00	2022-05-17T19:14:43.116675	93	2.18000000e+02
6.22595440e+00	2022-05-17T19:14:43.147920	94	2.18000000e+02
6.23925390e+00	2022-05-17T19:14:43.163580	95	2.55000000e+02
6.25036300e+00	2022-05-17T19:14:43.163580	96	2.18000000e+02
6.25873100e+00	2022-05-17T19:14:43.179576	97	2.21000000e+02
6.28178350e+00	2022-05-17T19:14:43.195217	98	2.23000000e+02
6.30041590e+00	2022-05-17T19:14:43.226025	99	2.30000000e+02
6.31188630e+00	2022-05-17T19:14:43.226025	100	2.22000000e+02
6.32007540e+00	2022-05-17T19:14:43.242105	101	2.23000000e+02
6.32948860e+00	2022-05-17T19:14:43.242105	102	2.23000000e+02
6.34266290e+00	2022-05-17T19:14:43.257267	103	2.24000000e+02
6.36116210e+00	2022-05-17T19:14:43.288549	104	2.31000000e+02
6.36349130e+00	2022-05-17T19:14:43.288549	105	2.23000000e+02
