Time elapsed	Time stamp	Loop Index	GP2Y ADC
s			Cts

5.01167680e+00	2022-05-17T19:20:15.904468	1	5.86000000e+02
5.02218990e+00	2022-05-17T19:20:15.904468	2	5.53000000e+02
5.03731640e+00	2022-05-17T19:20:15.919902	3	5.75000000e+02
5.06805570e+00	2022-05-17T19:20:15.957185	4	5.56000000e+02
5.07177740e+00	2022-05-17T19:20:15.957185	5	5.68000000e+02
5.08987100e+00	2022-05-17T19:20:15.972824	6	5.96000000e+02
5.09949760e+00	2022-05-17T19:20:15.988687	7	5.55000000e+02
5.10768750e+00	2022-05-17T19:20:15.988687	8	5.52000000e+02
5.12557230e+00	2022-05-17T19:20:16.019671	9	5.52000000e+02
5.13477620e+00	2022-05-17T19:20:16.019671	10	5.67000000e+02
5.14738390e+00	2022-05-17T19:20:16.035303	11	5.52000000e+02
5.15715770e+00	2022-05-17T19:20:16.041809	12	5.91000000e+02
5.16508130e+00	2022-05-17T19:20:16.057880	13	5.68000000e+02
5.17348400e+00	2022-05-17T19:20:16.057880	14	5.53000000e+02
5.19462170e+00	2022-05-17T19:20:16.088701	15	5.64000000e+02
5.21247300e+00	2022-05-17T19:20:16.104350	16	5.52000000e+02
5.22266810e+00	2022-05-17T19:20:16.104350	17	5.57000000e+02
5.23058210e+00	2022-05-17T19:20:16.120437	18	5.67000000e+02
5.23955160e+00	2022-05-17T19:20:16.120437	19	5.60000000e+02
5.26068990e+00	2022-05-17T19:20:16.142068	20	5.58000000e+02
5.26420270e+00	2022-05-17T19:20:16.157725	21	5.52000000e+02
5.28066770e+00	2022-05-17T19:20:16.173327	22	5.52000000e+02
5.29220940e+00	2022-05-17T19:20:16.173327	23	5.57000000e+02
5.30038720e+00	2022-05-17T19:20:16.189229	24	5.52000000e+02
5.30882850e+00	2022-05-17T19:20:16.189229	25	5.56000000e+02
5.33240140e+00	2022-05-17T19:20:16.220203	26	5.65000000e+02
5.34475130e+00	2022-05-17T19:20:16.235842	27	5.65000000e+02
5.35375990e+00	2022-05-17T19:20:16.242868	28	5.55000000e+02
5.36648270e+00	2022-05-17T19:20:16.258823	29	5.55000000e+02
5.37847260e+00	2022-05-17T19:20:16.258823	30	5.52000000e+02
5.39617270e+00	2022-05-17T19:20:16.289810	31	6.01000000e+02
5.41186480e+00	2022-05-17T19:20:16.305985	32	5.66000000e+02
5.41941140e+00	2022-05-17T19:20:16.305985	33	5.52000000e+02
5.43129440e+00	2022-05-17T19:20:16.321901	34	5.55000000e+02
5.43974870e+00	2022-05-17T19:20:16.321901	35	5.53000000e+02
5.46249260e+00	2022-05-17T19:20:16.343090	36	5.51000000e+02
5.50199620e+00	2022-05-17T19:20:16.389984	37	5.52000000e+02
5.51184060e+00	2022-05-17T19:20:16.405606	38	5.54000000e+02
5.52143630e+00	2022-05-17T19:20:16.405606	39	5.57000000e+02
5.52957820e+00	2022-05-17T19:20:16.421489	40	5.53000000e+02
5.53784620e+00	2022-05-17T19:20:16.421489	41	5.52000000e+02
5.56199720e+00	2022-05-17T19:20:16.443148	42	6.00000000e+02
5.58162660e+00	2022-05-17T19:20:16.474402	43	5.95000000e+02
5.59125350e+00	2022-05-17T19:20:16.474402	44	5.55000000e+02
5.60341490e+00	2022-05-17T19:20:16.491013	45	5.55000000e+02
5.61194920e+00	2022-05-17T19:20:16.491013	46	5.53000000e+02
5.62864470e+00	2022-05-17T19:20:16.522302	47	5.58000000e+02
5.64104430e+00	2022-05-17T19:20:16.522302	48	5.95000000e+02
5.65252860e+00	2022-05-17T19:20:16.543873	49	5.52000000e+02
5.66118680e+00	2022-05-17T19:20:16.543873	50	5.55000000e+02
5.68849610e+00	2022-05-17T19:20:16.575242	51	5.50000000e+02
5.70221870e+00	2022-05-17T19:20:16.590778	52	5.52000000e+02
5.71364720e+00	2022-05-17T19:20:16.606535	53	5.59000000e+02
5.72248420e+00	2022-05-17T19:20:16.606535	54	5.57000000e+02
5.74351580e+00	2022-05-17T19:20:16.637605	55	5.51000000e+02
5.76221750e+00	2022-05-17T19:20:16.644149	56	5.54000000e+02
5.76742230e+00	2022-05-17T19:20:16.660193	57	5.52000000e+02
5.77570800e+00	2022-05-17T19:20:16.660193	58	5.55000000e+02
5.79910870e+00	2022-05-17T19:20:16.691041	59	5.53000000e+02
5.81172170e+00	2022-05-17T19:20:16.691041	60	5.52000000e+02
5.81990790e+00	2022-05-17T19:20:16.706675	61	5.60000000e+02
5.82857330e+00	2022-05-17T19:20:16.722301	62	5.53000000e+02
5.83717030e+00	2022-05-17T19:20:16.722301	63	5.55000000e+02
5.85938850e+00	2022-05-17T19:20:16.744428	64	5.52000000e+02
5.87929480e+00	2022-05-17T19:20:16.760105	65	5.63000000e+02
5.89047630e+00	2022-05-17T19:20:16.776167	66	5.53000000e+02
5.91484340e+00	2022-05-17T19:20:16.806942	67	5.53000000e+02
5.93264730e+00	2022-05-17T19:20:16.822577	68	5.51000000e+02
5.94356950e+00	2022-05-17T19:20:16.822577	69	5.99000000e+02
5.95571550e+00	2022-05-17T19:20:16.844671	70	5.56000000e+02
5.96388900e+00	2022-05-17T19:20:16.844671	71	5.52000000e+02
5.98319070e+00	2022-05-17T19:20:16.875966	72	6.05000000e+02
6.00298440e+00	2022-05-17T19:20:16.891541	73	5.51000000e+02
6.00901540e+00	2022-05-17T19:20:16.891541	74	6.02000000e+02
6.01717660e+00	2022-05-17T19:20:16.907641	75	5.57000000e+02
6.02557280e+00	2022-05-17T19:20:16.907641	76	5.99000000e+02
6.04570210e+00	2022-05-17T19:20:16.938444	77	5.51000000e+02
6.05915530e+00	2022-05-17T19:20:16.944990	78	5.53000000e+02
6.07413730e+00	2022-05-17T19:20:16.960958	79	5.52000000e+02
6.08285070e+00	2022-05-17T19:20:16.976272	80	5.53000000e+02
6.09482150e+00	2022-05-17T19:20:16.976272	81	5.53000000e+02
6.11624310e+00	2022-05-17T19:20:17.007504	82	5.51000000e+02
6.13529510e+00	2022-05-17T19:20:17.023139	83	5.55000000e+02
6.14437940e+00	2022-05-17T19:20:17.023139	84	5.52000000e+02
6.15637140e+00	2022-05-17T19:20:17.045272	85	5.53000000e+02
6.16461570e+00	2022-05-17T19:20:17.045272	86	5.55000000e+02
6.18253570e+00	2022-05-17T19:20:17.076549	87	5.53000000e+02
6.20180480e+00	2022-05-17T19:20:17.092180	88	5.51000000e+02
6.21314160e+00	2022-05-17T19:20:17.092180	89	5.64000000e+02
6.22219340e+00	2022-05-17T19:20:17.107761	90	5.54000000e+02
6.24334150e+00	2022-05-17T19:20:17.123417	91	5.61000000e+02
6.26253580e+00	2022-05-17T19:20:17.145580	92	5.52000000e+02
6.26633240e+00	2022-05-17T19:20:17.145580	93	5.52000000e+02
6.27537410e+00	2022-05-17T19:20:17.161500	94	5.53000000e+02
6.29310810e+00	2022-05-17T19:20:17.177224	95	5.54000000e+02
6.30600740e+00	2022-05-17T19:20:17.192512	96	5.54000000e+02
6.31918820e+00	2022-05-17T19:20:17.208112	97	5.52000000e+02
6.32787220e+00	2022-05-17T19:20:17.208112	98	5.53000000e+02
6.33677550e+00	2022-05-17T19:20:17.224159	99	5.55000000e+02
6.36097650e+00	2022-05-17T19:20:17.245611	100	5.52000000e+02
6.36276140e+00	2022-05-17T19:20:17.245611	101	5.53000000e+02
6.38350930e+00	2022-05-17T19:20:17.276875	102	5.51000000e+02
6.39403790e+00	2022-05-17T19:20:17.276875	103	5.52000000e+02
6.40623330e+00	2022-05-17T19:20:17.292482	104	5.67000000e+02
6.42727700e+00	2022-05-17T19:20:17.308391	105	5.53000000e+02
