Time elapsed	Time stamp	Loop Index	GP2Y ADC
s			Cts

5.01710650e+00	2022-05-17T19:22:40.266045	1	6.11000000e+02
5.02835250e+00	2022-05-17T19:22:40.272600	2	6.00000000e+02
5.03666040e+00	2022-05-17T19:22:40.272600	3	6.00000000e+02
5.05054610e+00	2022-05-17T19:22:40.288622	4	6.02000000e+02
5.07646650e+00	2022-05-17T19:22:40.319691	5	6.02000000e+02
5.08469480e+00	2022-05-17T19:22:40.319691	6	6.01000000e+02
5.09694100e+00	2022-05-17T19:22:40.335312	7	6.44000000e+02
5.10622400e+00	2022-05-17T19:22:40.351095	8	6.03000000e+02
5.11418290e+00	2022-05-17T19:22:40.351095	9	6.00000000e+02
5.12871400e+00	2022-05-17T19:22:40.372573	10	5.99000000e+02
5.13819270e+00	2022-05-17T19:22:40.388198	11	6.15000000e+02
5.15584610e+00	2022-05-17T19:22:40.403826	12	5.99000000e+02
5.16749900e+00	2022-05-17T19:22:40.403826	13	6.07000000e+02
5.17584340e+00	2022-05-17T19:22:40.419902	14	6.01000000e+02
5.18388930e+00	2022-05-17T19:22:40.419902	15	6.24000000e+02
5.20177060e+00	2022-05-17T19:22:40.450683	16	6.02000000e+02
5.21875690e+00	2022-05-17T19:22:40.466349	17	5.98000000e+02
5.22950670e+00	2022-05-17T19:22:40.473392	18	6.00000000e+02
5.24075510e+00	2022-05-17T19:22:40.490222	19	6.06000000e+02
5.24927630e+00	2022-05-17T19:22:40.490222	20	6.24000000e+02
5.27487120e+00	2022-05-17T19:22:40.521468	21	6.00000000e+02
5.27758840e+00	2022-05-17T19:22:40.521468	22	6.22000000e+02
5.29473210e+00	2022-05-17T19:22:40.537130	23	5.99000000e+02
5.30682060e+00	2022-05-17T19:22:40.553132	24	6.56000000e+02
5.31663510e+00	2022-05-17T19:22:40.553132	25	6.03000000e+02
5.33496320e+00	2022-05-17T19:22:40.573485	26	6.52000000e+02
5.35421700e+00	2022-05-17T19:22:40.589145	27	5.98000000e+02
5.36391650e+00	2022-05-17T19:22:40.604736	28	6.01000000e+02
5.38651790e+00	2022-05-17T19:22:40.635973	29	6.00000000e+02
5.40549710e+00	2022-05-17T19:22:40.651637	30	6.04000000e+02
5.41341870e+00	2022-05-17T19:22:40.651637	31	6.08000000e+02
5.42158860e+00	2022-05-17T19:22:40.667749	32	6.00000000e+02
5.43013920e+00	2022-05-17T19:22:40.674231	33	6.00000000e+02
5.45596340e+00	2022-05-17T19:22:40.705477	34	6.00000000e+02
5.47160070e+00	2022-05-17T19:22:40.721139	35	6.00000000e+02
5.47676240e+00	2022-05-17T19:22:40.721139	36	6.08000000e+02
5.48724680e+00	2022-05-17T19:22:40.736720	37	6.47000000e+02
5.49894510e+00	2022-05-17T19:22:40.736720	38	6.54000000e+02
5.51990930e+00	2022-05-17T19:22:40.767962	39	6.01000000e+02
5.53808930e+00	2022-05-17T19:22:40.774510	40	6.16000000e+02
5.54834460e+00	2022-05-17T19:22:40.790560	41	6.00000000e+02
5.57584380e+00	2022-05-17T19:22:40.821382	42	6.00000000e+02
5.58377400e+00	2022-05-17T19:22:40.821382	43	5.99000000e+02
5.59754550e+00	2022-05-17T19:22:40.837045	44	6.27000000e+02
5.60523110e+00	2022-05-17T19:22:40.853194	45	6.03000000e+02
5.61411050e+00	2022-05-17T19:22:40.853194	46	6.00000000e+02
5.63340420e+00	2022-05-17T19:22:40.874574	47	5.99000000e+02
5.65241790e+00	2022-05-17T19:22:40.890199	48	6.04000000e+02
5.66330430e+00	2022-05-17T19:22:40.906138	49	5.99000000e+02
5.68008830e+00	2022-05-17T19:22:40.921441	50	6.16000000e+02
5.69045940e+00	2022-05-17T19:22:40.937063	51	6.18000000e+02
5.70806690e+00	2022-05-17T19:22:40.952723	52	6.05000000e+02
5.71578070e+00	2022-05-17T19:22:40.952723	53	6.12000000e+02
5.72477150e+00	2022-05-17T19:22:40.974810	54	6.05000000e+02
5.73268970e+00	2022-05-17T19:22:40.974810	55	6.02000000e+02
5.75538480e+00	2022-05-17T19:22:40.990434	56	6.04000000e+02
5.77274450e+00	2022-05-17T19:22:41.021719	57	6.07000000e+02
5.77708820e+00	2022-05-17T19:22:41.021719	58	6.00000000e+02
5.78651090e+00	2022-05-17T19:22:41.021719	59	6.00000000e+02
5.79810600e+00	2022-05-17T19:22:41.037682	60	6.02000000e+02
5.81962410e+00	2022-05-17T19:22:41.068541	61	5.98000000e+02
5.83798160e+00	2022-05-17T19:22:41.075086	62	6.07000000e+02
5.84334250e+00	2022-05-17T19:22:41.090726	63	6.39000000e+02
5.85161760e+00	2022-05-17T19:22:41.090726	64	6.02000000e+02
5.87483310e+00	2022-05-17T19:22:41.121953	65	5.98000000e+02
5.89381410e+00	2022-05-17T19:22:41.137615	66	5.99000000e+02
5.90533190e+00	2022-05-17T19:22:41.153696	67	6.56000000e+02
5.91382050e+00	2022-05-17T19:22:41.153696	68	6.39000000e+02
5.93599660e+00	2022-05-17T19:22:41.175312	69	5.98000000e+02
5.95532180e+00	2022-05-17T19:22:41.190962	70	5.99000000e+02
5.96562050e+00	2022-05-17T19:22:41.206966	71	6.08000000e+02
5.99168140e+00	2022-05-17T19:22:41.237801	72	6.03000000e+02
6.01145250e+00	2022-05-17T19:22:41.253458	73	5.98000000e+02
6.02338600e+00	2022-05-17T19:22:41.269407	74	6.03000000e+02
6.03247550e+00	2022-05-17T19:22:41.275868	75	6.00000000e+02
6.05709830e+00	2022-05-17T19:22:41.307174	76	5.98000000e+02
6.06803270e+00	2022-05-17T19:22:41.307678	77	6.06000000e+02
6.07611530e+00	2022-05-17T19:22:41.323339	78	6.01000000e+02
6.08460290e+00	2022-05-17T19:22:41.323339	79	6.09000000e+02
6.09359140e+00	2022-05-17T19:22:41.339452	80	5.99000000e+02
6.10557280e+00	2022-05-17T19:22:41.354545	81	6.03000000e+02
6.11416910e+00	2022-05-17T19:22:41.354545	82	6.06000000e+02
6.13796170e+00	2022-05-17T19:22:41.376116	83	5.99000000e+02
6.13938250e+00	2022-05-17T19:22:41.376116	84	6.03000000e+02
6.15893830e+00	2022-05-17T19:22:41.407363	85	6.01000000e+02
6.17101520e+00	2022-05-17T19:22:41.407363	86	5.99000000e+02
6.17983790e+00	2022-05-17T19:22:41.423457	87	6.00000000e+02
6.19972930e+00	2022-05-17T19:22:41.439081	88	6.00000000e+02
6.22334360e+00	2022-05-17T19:22:41.469885	89	6.02000000e+02
6.23399480e+00	2022-05-17T19:22:41.476679	90	6.03000000e+02
6.24457260e+00	2022-05-17T19:22:41.493864	91	6.11000000e+02
6.25301990e+00	2022-05-17T19:22:41.493864	92	6.00000000e+02
6.27425560e+00	2022-05-17T19:22:41.510110	93	6.11000000e+02
6.28755250e+00	2022-05-17T19:22:41.525111	94	6.00000000e+02
6.29784730e+00	2022-05-17T19:22:41.540772	95	6.01000000e+02
6.30671700e+00	2022-05-17T19:22:41.556353	96	5.99000000e+02
6.31843320e+00	2022-05-17T19:22:41.556353	97	6.01000000e+02
6.34018350e+00	2022-05-17T19:22:41.577013	98	6.14000000e+02
6.35854120e+00	2022-05-17T19:22:41.608294	99	5.99000000e+02
6.36345810e+00	2022-05-17T19:22:41.608294	100	5.99000000e+02
6.37191490e+00	2022-05-17T19:22:41.608294	101	6.01000000e+02
6.38390690e+00	2022-05-17T19:22:41.624345	102	6.46000000e+02
6.40531380e+00	2022-05-17T19:22:41.655122	103	5.98000000e+02
6.42145530e+00	2022-05-17T19:22:41.670781	104	6.03000000e+02
6.42862280e+00	2022-05-17T19:22:41.677640	105	6.05000000e+02
